,h_geocode,w_geocode,total_jobs,origin_loc_lat,origin_loc_lon,dest_loc_lat,dest_loc_lon,pickup_time_0,pickup_time_0_secs,pickup_time_0_str,origin_geom,dest_geom,walk_time,drive_time,origin_lat,origin_lon,destination_lat,destination_lon,transit_time,transfers,trip1,trip2,trip3,trip4,trip5,trip6,route1,route2,route3,route4,route5,route6,mode,bus_capacity_upto_2hours,GEOID,median_income,margin,start_pickup_window,end_pickup_window,start_dropoff_window,end_dropoff_window
10,470650103052,470650103082,19.0,35.26342317780153,-85.11769230489907,35.22321696937257,-85.2183984596523,07:56:30,28590.0,07:56:30,POINT (-85.11769230489907 35.26342317780153),POINT (-85.2183984596523 35.22321696937257),10142.0,1636.0,35.26342317780153,-85.11769230489907,35.22321696937257,-85.2183984596523,10142.0,0.0,,,,,,,,,,,,,['WALK'],35.0,470650103052,96080,18155,07:26:30,07:56:30,08:23:46,08:53:46
11,470650103052,470650103082,19.0,35.259146788751124,-85.11586868774653,35.24885310434588,-85.18110434711375,06:53:30,24810.0,06:53:30,POINT (-85.11586868774653 35.259146788751124),POINT (-85.18110434711375 35.24885310434588),6128.0,889.0,35.259146788751124,-85.11586868774653,35.24885310434588,-85.18110434711375,6128.0,0.0,,,,,,,,,,,,,['WALK'],35.0,470650103052,96080,18155,06:23:30,06:53:30,07:08:19,07:38:19
12,470650103052,470650103082,19.0,35.26094550001151,-85.11675219999992,35.234300645737086,-85.19928291210982,07:22:30,26550.0,07:22:30,POINT (-85.11675219999992 35.26094550001151),POINT (-85.19928291210982 35.234300645737086),8499.0,1359.0,35.26094550001151,-85.11675219999992,35.234300645737086,-85.19928291210982,8499.0,0.0,,,,,,,,,,,,,['WALK'],35.0,470650103052,96080,18155,06:52:30,07:22:30,07:45:09,08:15:09
13,470650103052,470650103082,19.0,35.26145349792316,-85.1168036006505,35.24885310434588,-85.18110434711375,07:54:30,28470.0,07:54:30,POINT (-85.1168036006505 35.261453497923156),POINT (-85.18110434711375 35.24885310434588),6256.0,900.0,35.26145349792316,-85.1168036006505,35.24885310434588,-85.18110434711375,6256.0,0.0,,,,,,,,,,,,,['WALK'],35.0,470650103052,96080,18155,07:24:30,07:54:30,08:09:30,08:39:30
14,470650103052,470650103082,19.0,35.255019112369126,-85.11319016780715,35.22321696937257,-85.2183984596523,06:21:45,22905.0,06:21:45,POINT (-85.11319016780715 35.255019112369126),POINT (-85.2183984596523 35.22321696937257),9490.0,1583.0,35.255019112369126,-85.11319016780715,35.22321696937257,-85.2183984596523,9490.0,0.0,,,,,,,,,,,,,['WALK'],35.0,470650103052,96080,18155,05:51:45,06:21:45,06:48:08,07:18:08
15,470650103052,470650103082,19.0,35.254125530931695,-85.11315398435394,35.22321696937257,-85.2183984596523,07:33:00,27180.0,07:33:00,POINT (-85.11315398435394 35.254125530931695),POINT (-85.2183984596523 35.22321696937257),9526.0,1586.0,35.254125530931695,-85.11315398435394,35.22321696937257,-85.2183984596523,9526.0,0.0,,,,,,,,,,,,,['WALK'],35.0,470650103052,96080,18155,07:03:00,07:33:00,07:59:26,08:29:26
16,470650103052,470650103082,19.0,35.25249489767179,-85.10590451716726,35.24885310434588,-85.18110434711375,06:24:45,23085.0,06:24:45,POINT (-85.10590451716726 35.25249489767179),POINT (-85.18110434711375 35.24885310434588),7185.0,1068.0,35.25249489767179,-85.10590451716726,35.24885310434588,-85.18110434711375,7185.0,0.0,,,,,,,,,,,,,['WALK'],35.0,470650103052,96080,18155,05:54:45,06:24:45,06:42:33,07:12:33
17,470650103052,470650103082,19.0,35.25408931982976,-85.14629298511564,35.234300645737086,-85.19928291210982,09:37:45,34665.0,09:37:45,POINT (-85.14629298511564 35.25408931982976),POINT (-85.19928291210982 35.234300645737086),6219.0,1048.0,35.25408931982976,-85.14629298511564,35.234300645737086,-85.19928291210982,6219.0,0.0,,,,,,,,,,,,,['WALK'],35.0,470650103052,96080,18155,09:07:45,09:37:45,09:55:13,10:25:13
18,470650103052,470650103082,19.0,35.274945042717874,-85.13649296348518,35.24885310434588,-85.18110434711375,08:45:45,31545.0,08:45:45,POINT (-85.13649296348518 35.274945042717874),POINT (-85.18110434711375 35.24885310434588),6063.0,830.0,35.274945042717874,-85.13649296348518,35.24885310434588,-85.18110434711375,6063.0,0.0,,,,,,,,,,,,,['WALK'],35.0,470650103052,96080,18155,08:15:45,08:45:45,08:59:35,09:29:35
19,470650025001,470650019003,3.0,34.99796795003072,-85.27761514996679,34.997680045625025,-85.31642465693433,06:32:30,23550.0,06:32:30,POINT (-85.27761514996679 34.99796795003072),POINT (-85.31642465693433 34.997680045625025),3344.0,641.0,34.99796795003072,-85.27761514996679,34.997680045625025,-85.31642465693433,3344.0,0.0,,,,,,,,,,,,,['WALK'],105.0,470650025001,48625,19184,06:02:30,06:32:30,06:43:11,07:13:11
20,470650025001,470650019003,3.0,35.01797250001199,-85.26693800001246,35.00877673991369,-85.32401652749735,08:45:15,31515.0,08:45:15,POINT (-85.26693800001246 35.01797250001199),POINT (-85.32401652749735 35.00877673991369),5604.0,918.0,35.01797250001199,-85.26693800001246,35.00877673991369,-85.32401652749735,3843.0,0.0,309020.0,626020.0,,,,,10G,1,,,,,"['WALK', 'BUS', 'BUS', 'WALK']",105.0,470650025001,48625,19184,08:15:15,08:45:15,09:00:33,09:30:33
21,470650025001,470650019003,3.0,35.00203819781455,-85.27636823694054,34.997703372573824,-85.31641047039486,07:17:00,26220.0,07:17:00,POINT (-85.27636823694054 35.00203819781455),POINT (-85.31641047039486 34.997703372573824),3617.0,661.0,35.00203819781455,-85.27636823694054,34.997703372573824,-85.31641047039486,3154.0,0.0,513020.0,,,,,,1,,,,,,"['WALK', 'BUS', 'WALK']",105.0,470650025001,48625,19184,06:47:00,07:17:00,07:28:01,07:58:01
22,470650025001,470650105021,1.0,35.007831061710895,-85.27281969499661,35.102131766041055,-85.28251633879533,06:02:45,21765.0,06:02:45,POINT (-85.27281969499661 35.007831061710895),POINT (-85.28251633879533 35.102131766041055),10646.0,1578.0,35.007831061710895,-85.27281969499661,35.102131766041055,-85.28251633879533,3686.0,0.0,654020.0,1748020.0,,,,,9,16,,,,,"['WALK', 'BUS', 'BUS', 'WALK']",105.0,470650025001,48625,19184,05:32:45,06:02:45,06:29:03,06:59:03
70,470650104315,470650031002,51.0,35.16067383998719,-85.21113777959091,35.055210448297515,-85.30925905186584,09:14:00,33240.0,09:14:00,POINT (-85.21113777959091 35.16067383998719),POINT (-85.30925905186584 35.055210448297515),12600.0,1976.0,35.16067383998719,-85.21113777959091,35.055210448297515,-85.30925905186584,5691.0,0.0,1826020.0,,,,,,16,,,,,,"['WALK', 'BUS', 'WALK']",105.0,470650104315,73125,40984,08:44:00,09:14:00,09:46:56,10:16:56
