tag,take_car,take_transit,take_ondemand,take_walk,orig_loc,dest_loc,home_node,work_node,pop,seg_types,median_income,drive_weight_time,drive_weight_money,drive_weight_conven,drive_weight_switches,walk_weight_time,walk_weight_money,walk_weight_conven,walk_weight_switches,ondemand_weight_time,ondemand_weight_money,ondemand_weight_conven,ondemand_weight_switches,transit_weight_time,transit_weight_money,transit_weight_conven,transit_weight_switches
person156,0.0,1.0,1.0,1.0,"[-85.28158337, 34.99556198]","[-85.31141068, 35.04416434]",202746763.0,202605878.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person157,1.0,1.0,1.0,1.0,"[-85.2812267, 34.99942664]","[-85.31278596, 35.04887988]",202642012.0,202616861.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person158,0.0,1.0,1.0,1.0,"[-85.2812267, 34.99942664]","[-85.31278596, 35.04887988]",202642012.0,202616861.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person159,1.0,1.0,1.0,1.0,"[-85.29458492, 35.00442011]","[-85.30745231, 35.05085902]",202636460.0,202629687.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",40380.0,1,0.0012839590964590965,0,0,1,0.0012839590964590965,0,0,1,0.0012839590964590965,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.0012839590964590965,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person160,1.0,1.0,1.0,1.0,"[-85.28769769, 35.01849972]","[-85.30841449, 35.04651308]",202625256.0,809312683.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",38750.0,1,0.0012321301383801384,0,0,1,0.0012321301383801384,0,0,1,0.0012321301383801384,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.0012321301383801384,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person161,1.0,1.0,1.0,1.0,"[-85.28974235, 34.99828395]","[-85.31643903, 35.04398259]",202746699.0,1845486704.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person162,1.0,1.0,1.0,1.0,"[-85.2811179, 35.00412341]","[-85.304726, 35.04048558]",202605528.0,7618250431.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person163,0.0,1.0,1.0,1.0,"[-85.2811179, 35.00412341]","[-85.304726, 35.04048558]",202605528.0,7618250431.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person164,1.0,1.0,1.0,1.0,"[-85.29057496, 34.99387855]","[-85.30059237, 35.05268424]",202654261.0,577291491.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person165,1.0,1.0,1.0,1.0,"[-85.28593729, 34.99367365]","[-85.30248512, 35.04985946]",1846854397.0,202633669.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person166,1.0,1.0,1.0,1.0,"[-85.29011271, 35.0036549]","[-85.30752351, 35.04279874]",202639254.0,202641420.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person167,1.0,1.0,1.0,1.0,"[-85.28683284, 35.00366548]","[-85.30796476, 35.04655422]",202639260.0,202612552.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person168,1.0,1.0,1.0,1.0,"[-85.29352183, 35.00646347]","[-85.30450324, 35.04315015]",202636410.0,202596950.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",40380.0,1,0.0012839590964590965,0,0,1,0.0012839590964590965,0,0,1,0.0012839590964590965,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.0012839590964590965,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person169,1.0,1.0,1.0,1.0,"[-85.29220196, 35.02427731]","[-85.30841985, 35.04262595]",3472194609.0,1849083104.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",38750.0,1,0.0012321301383801384,0,0,1,0.0012321301383801384,0,0,1,0.0012321301383801384,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.0012321301383801384,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person170,1.0,1.0,1.0,1.0,"[-85.28714689, 34.99375095]","[-85.31529122, 35.04161774]",202654271.0,202689662.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person171,1.0,1.0,1.0,1.0,"[-85.28870751, 34.99591772]","[-85.31107925, 35.04138406]",202612609.0,202605886.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person172,1.0,1.0,1.0,1.0,"[-85.28385906, 34.99927046]","[-85.30668871, 35.0472842]",202647773.0,202662063.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person173,0.0,1.0,1.0,1.0,"[-85.28385906, 34.99927046]","[-85.30668871, 35.0472842]",202647773.0,202662063.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person174,1.0,1.0,1.0,1.0,"[-85.28387069, 35.01098176]","[-85.31012857, 35.04412225]",202744216.0,202632631.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person175,1.0,1.0,1.0,1.0,"[-85.28577307, 34.99820192]","[-85.30843115, 35.04432582]",202645898.0,202621183.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person176,0.0,1.0,1.0,1.0,"[-85.28577307, 34.99820192]","[-85.30843115, 35.04432582]",202645898.0,202621183.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person177,1.0,1.0,1.0,1.0,"[-85.28804636, 34.99344356]","[-85.30400381, 35.04479182]",202654268.0,202695950.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person178,1.0,1.0,1.0,1.0,"[-85.29175082, 35.01430565]","[-85.30944129, 35.0421377]",202611052.0,202636000.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person179,1.0,1.0,1.0,1.0,"[-85.28666327, 35.0078554]","[-85.31293663, 35.04564463]",202664237.0,202587076.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person180,1.0,1.0,1.0,1.0,"[-85.28797812, 35.00347566]","[-85.31570503, 35.04666561]",202639257.0,202555538.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person181,1.0,1.0,1.0,1.0,"[-85.29199547, 34.99943467]","[-85.3070472, 35.04040294]",202645881.0,202596801.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",40380.0,1,0.0012839590964590965,0,0,1,0.0012839590964590965,0,0,1,0.0012839590964590965,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.0012839590964590965,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person182,1.0,1.0,1.0,1.0,"[-85.28859701, 35.00117679]","[-85.30486148, 35.03755047]",10837342871.0,2190022557.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person183,1.0,1.0,1.0,1.0,"[-85.29590928, 35.0053198]","[-85.30791157, 35.0463842]",202636472.0,202612552.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",40380.0,1,0.0012839590964590965,0,0,1,0.0012839590964590965,0,0,1,0.0012839590964590965,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.0012839590964590965,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person184,1.0,1.0,1.0,1.0,"[-85.28410756, 35.01417493]","[-85.30409753, 35.05061048]",202659746.0,202645373.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person185,1.0,1.0,1.0,1.0,"[-85.28416515, 35.00081495]","[-85.31296078, 35.04675841]",202642078.0,202620752.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person186,1.0,1.0,1.0,1.0,"[-85.29197084, 35.00159375]","[-85.304267, 35.04326167]",202647744.0,202596950.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person187,1.0,1.0,1.0,1.0,"[-85.2820449, 35.0120619]","[-85.31349173, 35.04949531]",1846176272.0,450325864.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person188,1.0,1.0,1.0,1.0,"[-85.29038152, 34.99772783]","[-85.31215001, 35.04806146]",202684139.0,202616861.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,0,1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.001058614417989418,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person189,1.0,1.0,1.0,1.0,"[-85.28447171, 35.00398159]","[-85.30557265, 35.05119541]",202612588.0,202602809.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person190,0.0,1.0,1.0,1.0,"[-85.28447171, 35.00398159]","[-85.30557265, 35.05119541]",202612588.0,202602809.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person191,1.0,1.0,1.0,1.0,"[-85.29484179, 34.9892045]","[-85.31573719, 35.04763651]",202729583.0,9671310528.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",40380.0,1,0.0012839590964590965,0,0,1,0.0012839590964590965,0,0,1,0.0012839590964590965,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.0012839590964590965,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person192,1.0,1.0,1.0,1.0,"[-85.28994544, 35.00743754]","[-85.30619354, 35.03852517]",202593903.0,202596716.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,0,1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.000849136396011396,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
